no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source
376,보건복지부,보건산업정책국,구조기반 AI신약개발지원(R&D),3031-618,일반회계,,,,한국보건산업진흥원,산·학·연·병 등,’26～’30,총 220억원(국비 기준),0,2400,"- - - - 2,400","2,400|2,400|2,400|2,400|2,400|1|3|2",,전국,,"ㅇ 사업 시작연도 : 2026년 ㅇ 추진배경 - 분자모델링을 활용한 CADD (Computer Aided Drug Design)에 AI 기술을 활용 하여 신약개발에 활용하는 사례가 늘고 있음 - 최근 고도화된 단백질 구조분석예측 기술과 생성형 AI 에이전트 기술을 활용한 AI 신약개발 플랫폼 고도화를 통하여 신약개발의 효율성이 극대화되고 있음 ㅇ 추진경과 - 제5차 과학기술 기본계획(`23~`27) 수립(`22.12.), 제5차 보건의료기술육성 기본 계획(`23~`27) 수립(`23.4.) - 신규사업 기획 추진(’24.~)","ㅇ AI 저분자 신약후보물질 발굴기술개발 : (2025 본예산) 0백만원 → (2026 예산) 2,400백만원, 순증 - (요구) 저분자 화합물 분야 AI 플랫폼 고도화와 신약 후보물질 발굴 지원을 위해 ‘26년 신규예산 요구 - (산출) (신규) 4개x800백만원x9/12개월 = 2,400백만원",3417,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
377,보건복지부,보건의료정책실,국가 통합 바이오 빅데이터 구축(R&D),3031-520,일반회계,,,,(주관부처) 보건복지부,,’24~’28년,해당없음,33397,52123,"- - 17,052 33,397 52,123","17,052|33,397|33,397|52,123|52,123|18,726|56|17,052",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 ㅇ 국정과제 32-2 - 의료 AI·제약·바이오헬스 강국 실현 / 의료AI 등 디지털 헬스케어 혁신성장 체계 구축 ㅇ 제5차 과학기술기본계획(‘23~‘27), Ⅳ. 중점 육성기술(전략기술)  12대 국가전략기술 분야 및 50개 세부 중점기술 - 한국인 특유 유전체·바이오 빅데이터 구축 지 원 근 ㅇ 제1차 국가전략기술 육성 기본계획(’24~’28) 거 중점기술  디지털·헬스 데이터 분석·활용 □ 기술개발, 핵심R&D ㅇ 신약·의료기기 개발, 정밀의료 실현을 위한 AI 활용 촉진 및 바이오 빅데이터 구축 지원 - 참여자의 동의를 기반으로 검체(혈액, 소변 등)를 확보, 임상·유전체 데이터를 생산, 공공데이터와 라이프로그를 수집·연계하여 R&D 인프라인 한국형 바이오 빅데이터 및 데이터뱅크 구축 * 국가 통합 바이오 빅데이터 구축 (’24~’28, ’24년 171억원) ㅇ 신성장 4.0프로젝트(‘23.1. 기재부) ",,3421,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
378,보건복지부,보건의료정책실,다기관-멀티모달 연합학습 기반 의료인공지능 기술 시범모델 개발(R&D),3031-575,일반회계,,,,"보건복지부, 한국보건산업진흥원, (주관기관 및 참여기관) 산·학·연·병",산·학·연·병 연구자,’25 ∼ ’29년,해당없음,6750,9000,"- - - 6,750 9,000","6,750|6,750|9,000|9,000|2,250|33|6,750|6,750",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - `22.05 · 윤석열 정부 11대 국정과제 발표, “국정과제 25, 바이오 헬스 디지털 헬스 글로벌 중심국가 도약(복지부)” - `23.03 ‘제1차 국가연구개발 중장기 투자전략 발표’, [전략1]선택과 집중으 · 로 혁신 역량강화: AI 통신 등 혁신기술 기반 디지털 전환 - `23.04 제3차 보건의료기술육성기본계획, ‘[전략3]비용 효과적인 환자 중심 · 보건의료기술개발’, [전략7]데이터 AI를 활용한 디지털 헬스케어 혁신 - `24.12 2025년도 보건의료기술연구개발사업 신규지원 대상과제 공고 - `25.04 신규지원 대상과제 선정 및 연구개시 - 3431 -","① 다기관-멀티모달 연합학습 기반 의료인공지능 기술 시범모델 개발 : (2025 본예산) 6,750백만원 → (’25) 9,000백만원, +33.3% - (요구) 현장 수용도가 높은 혁신적 AI 의료 서비스 지원 솔루션 시범모델 개발·실증을 위한 9,000백만원 요구 - (산출) 2개 컨소시엄 지원을 위한 10개 과제 회계연도 일치(9개월 → 12개월)로 인한 9,000백만원 산출 < 1개 컨소시엄 內 세부과제 수 및 단가 > ▪다기관-멀티모달 연합학습 기반 의료 서비스 지원 플랫폼 개발 - (계속) 1개 × 2,500백만 × 12/12개월= 2,500백만원 ▪의료 서비스 지원 AI 솔루션 개발 및 임상 검증·활용 평가 - (계속) 4개 × 500백만 × 12/12개월 = 2,000백만원 - 3432 -",3429,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
379,보건복지부,보건의료정책실,바이오헬스산업 육성 지원,3039-300,일반회계,,,,"한국보건산업진흥원, 국가임상시험지원재단, 대구광역시, 충청북도,","제약기업 및 제약산업 종사자, 임상시험 관련 기관 및 종사자, 화장품 중소기업 등",02~계속,- 사업기간 : 02~계속,68500,233770,"114,484 81,972 67,737 68,500 233,770","67,720|68,500|71,582|241,435|233,770|162,188|226",Y,전국,,"- '08.12월 : BH 주재 한･EU FTA 화장품산업 대책 협의 및 ’09년도 VIP 업무 보 고시 화장품산업 지원대책 보고 - 제76차 대외경제장관회의에서 한･EU FTA 추진상황 보고 - 제16차 위기관리대책회의에 화장품산업 육성 및 R&D 지원확대 등에 관하여 안건보고 - ’10.11월 : 한-EU FTA체결에 따른 국내산업 경쟁력 강화대책 발표 - ‘09.2월 : VIP, 방송통신 장비 및 의료장비의 국산화 대책 수립 지시 - ’09.2월 : 화장품산업 선진화(글로벌화) 지원계획 발표 - ‘09.3월 : 바이오제약, 의료기기 분야 신성장동력 세부 추진계획 발표(관계부처 합동) - ’09.3월 : 화장품 글로벌화 지원센터 기획위원회 구성･운영(~’09.5월 2차회의) - ‘09.4월 : 신성장동력 비전 및 발전전략(의료기기산업 발전 육성방안) 발표(복지부) - ’09.4월 : 그린-코스메틱 수출지원대책 보고, 중장기 사업계획 수립 연구용역 추진(’09.4~7월) - ‘09",,3436,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
380,보건복지부,정신건강정책관,발달장애디지털치료제개발(R&D),3345-333,일반회계,,,,"(주관기관) 국립정신건강센터, (참여기관) 대학, 병원, 기관 등",발달장애 환자 및 가족,2025~2028,,7900,9360,"- - - 7,900 9,360","7,900|7,900|9,360|9,360|1,460|18|7,900|7,900",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 ○ (추진배경) 당초 2단계 사업으로 기획된 ‘발달장애디지털치료제개발’은 1단계(자폐혼합형디 지털치료제개발) 사업의 종료에 따라 적용대상을 발달장애로 확대하고 디지털 치료제에 대 한 인허가 및 상용화 기술개발을 위한 2단계 연구사업 추진 * (1단계) 데이터플랫폼 및 디지털치료제 개발, 실증(인허가 전단계) (2단계) 디지털치료제 임상시험 및 인허가, 실사용 근거 마련 등 상용화 연구 ○ (국정과제) 사회1-4 : 국민·환자 건강 증진, 사회1-5 : AI 기반 제약·바이오헬스 강국 실현 - 3468 - ○ (관련대책) ｢디지털 헬스케어 서비스 산업 육성 전략｣(관계부처 합동), ｢제3차 보건의료 기술육성기본계획(‘23~’27)｣(보건복지부), ｢제4차 생명공학육성기본계획｣ 및 ｢제4차 뇌연구촉 진 기본계획｣(과학기술정보통신부) ○ (중점과제) ‘발달장애인과 장애아동 돌봄서비스 확대 추진’(보건복지부, ‘23.), ","□ 발달장애디지털치료제개발사업 : (‘26) 9,360만원 (전년대비 +1,460백만원, +18.5%) ㅇ 디지털치료제개발 : (’25) 7,500백만원 → (‘26) 9,000백만원 (+1,500백만원, +20.0%) - (내용) 발달장애의 전주기적 개입을 위한 AI SW 및 디지털치료제 상용화 기술개발 9,000백만원 - (산출) (계속) 6개* × 1,500백만원 ×12/12개월 = 9,000백만원 *디지털의료기기(4종) 및 바이오타입 군집화 기술개발 : 5과제×1,350백만원×12/12개월 = 6,750백만원 *자폐성 발달장애 빅데이터 고도화 및 DTx 개발 : 1과제×2,250백만원×12/12개월= 2,250백만원 ㅇ 사업운영비 : (’25) 400백만원 → (‘26) 360백만원 (전년대비 △40백만원, △10.0%) - (내용) 사업운영을 위한 인건비, 연구과제 기획·평가, 성과관리 등을 위한 운영비 360백만원 - (산출) (계속) 360백만원 ×12/12개월 = 360백만원 - 3469 -",3466,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
381,보건복지부,보건의료정책실,보건의료데이터 상호운용성 지원 기술개발(R&D),3031-578,일반회계,,,,"보건복지부, 한국보건산업진흥원, (참여기관) 산‧학‧연‧병",산‧학‧연‧병 연구자,‘25~’29년,해당없음,5700,7600,"- - - 5,700 7,600",,,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 ㅇ (국정과제, ‘13) 1-1-9-3 : 신 의료･융합서비스 발전을 위한 제도 및 정보화 기반 조성 - 국가보건의료정보 표준화를 추진, 융･복합, 정보공유 기반 조성 ㅇ (대통령 지시사항, ’15) 제4기 저출산･고령사회위원회 3차 회의 - 진료정보 표준화 및 의료기관간 정보시스템 공유 체계 구축 차질 없이 추진 ㅇ (첨단바이오 이니셔티브 전략, ‘24.4월) 1-1. 첨단바이오의 패러다임을 바꾸는 디지털 바이오 ㅇ (데이터 고도화) 확보된 데이터로부터 연구에 유용한 데이터셋을 도출하고 데이터 표준화 등을 통해 데이터 고도화 추진 - AI 기반 보건의료 데이터 교류·활용을 위한 표준도구 기술을 개발하여 데이터의 상호운용성 제고 및 품질 향상 ㅇ (AI·디지털 혁신 성장 전략, ‘24.4월) · 제각각인 여러 의료기관의 데이터를 표준화하고 연동하여 의료기관, (Use Case) 의료데이터 구축·활용지원 산업계의 데이",,3472,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
382,보건복지부,사회복지정책실,사회보장정보시스템 구축 및 운영(정보화),2640-300,일반회계,,,,보건복지부,국민기초생활보장 등 중앙부처 및 지자체 등에서 시행하는 각종 사회 보장 사업 대상자,‘08년 ~ (단년도 계속),내역사업 중 ① “차세대 사회보장정보시스템 구축” ②,3978,15040,"12,401 10,885 4,712 3,978 15,040","4,450|3,978|3,978|15,040|15,040|11,062|278|4,712",,전국,,"- 사회복지통합관리망 구축 기본계획 수립(’08.4월) - 사회복지통합관리망 기반구축 사업 추진(’08.12월~’10.1월) - 사회보장기본법의 전면 개정(’13.1월 시행) - 기초연금 제도 시행을 위한 사회보장정보시스템 개편(’14.7월) - 기초생활보장 등 맞춤형 복지지원체계 구축 위한 시스템 개편(’15.12월) - 빅데이터를 활용한 복지사각지대 발굴관리 시스템 상시 운영(’16.10월) - 아동수당 제도 도입 위한 시스템 구축(’18.6월) - 차세대 시스템 개발을 위한 차세대 정보시스템 마스터플랜(ISMP) 완료(’19.11월) - 차세대 사회보장정보시스템 구축 사업수행(`20.4월~’23.12월) - 차세대 사회보장정보시스템 구축사업 잔여 과업(3,4차) 재추진(‘26년~’27년) - 3482 - - 국정과제(77-2) , 대통령 지시사항(6.19.)","□ 사회보장정보시스템 구축 및 운영 정보화 ( ): (‘25) 3,978백만원 → (’26) 15,040백만원, 11,062 증  차세대 사회보장정보시스템 구축(신규): (‘25) 0 → (’26) 10,292백만원, 순증 ① 전자바우처 및 통계정보시스템 차세대 통합구축 사업 백만원 : 5,902 ② 사회서비스 유관시스템 차세대 통합구축 사업 백만원 : 3,528 ③ 사업관리 위탁용역 백만원 (PMO) : 862  사회보장정보시스템 서비스 확대 →: 백만원 백만원 증액 (‘25) 810 (’26) 1,102 , 292 ① 복지제도·전달체계 개편에 따른 시스템 개발 백만원 : 475 ② 복지사각지대 발굴시스템 기능 고도화 백만원 : 627  사회보장정보시스템 사업관리: (‘25) 2,300 → (’26) 3,176백만원, 876백만원 증액 - 3483 - ① 운영비 등 백만원 백만원 감 : 2,295 (5 ) ② 복지서비스 추천 모델 개발을 위한 AI ISP: 483백만원 순증 - (추진내용) 발굴 대상자 선정 이유, 복지서비스 추천 등 AI 서비스 모델 개발을 위한 ISP 수립 ③ AI 초기상담정보시스템 고도화를 위한 ISP: 398백만원 순증 - (추진내용) 대화형 상담체계 구축 및 대상 확대를 위한 AI 초기상담정보시스템 고도화 ISP 수립  맞춤형 급여 안내 활성화: (‘25) 535 → (’26) 470백만원 - (추진내용) · 일반국민 대상 맞춤형 급여 안내 가입 홍보 및 복지공무원 대상 업무 교육 · 맞춤형 급여 안내 통보 문자 등 비용 ( ) - 3484 -",3480,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
383,보건복지부,보건의료정책실,응급실 특화 AI기반 임상지원시스템 개발(R&D),3031-545,일반회계,,,,"보건복지부, 한국보건산업진흥원, (주관기관 및 참여기관) 산·학·연·병",산·학·연·병 연구자,‘24 ~ ’28,해당없음,4800,4800,"- - 3,600 4,800 4,800","3,600|4,800|4,800|4,800|4,800|3,600|4,800|3,600",,전국,,"- `18.05 인공지능 R&D전략 발표 - `19.12 인공지능 국가전략 발표 - `20.01 · · 데이터 3법(개인정보보호법 신용정보법 정보통신망법) 개정안 통과(국회) - `22.05 · 윤석열 정부 11대 국정과제 발표, “국정과제 25, 바이오 헬스 디지 털헬스 글로벌 중심국가 도약(복지부)” - `23.02 바이오헬스 신시장 창출전략 발표, “(의료) 임상 수요에 대응한 인공 지능 기술 개발 지원(응급실 특화)” - `23.04 · 제3차 보건의료기술육성 기본계획 발표, “생명에 직결되는 심뇌 응급 등 필수의료 투자확대” - `23.12 2024년도 보건의료기술연구개발사업 신규지원 대상과제 공고 - `24.04 신규지원 대상과제 선정 및 연구개시 - ’24.12 · 1차년도 연구실적 계획서 접수 - ’25.01 2차년도 연구개시 - ’26.01 3차년도 연구개시 - 3490 -","① 응급실 특화 AI 기반 임상지원시스템 개발 : (’26) 4,800백만원 : (2025 본예산) 4,800백만원 → (2026 요구) 4,800백만원(전년동) - (요구) 응급실 특화 AI 기반 임상지원시스템 개발 컨소시엄 지원을 위한 사업비 4,800백만원 요구 - (산출) (계속) 4,800백만원 = 5개 × 960백만원 × 12/12개월",3488,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
384,보건복지부,보건의료정책실,의료 인공지능 특화 융합인재 양성 사업(R&D),3031-592,일반회계,,,,"보건복지부, 한국보건산업진흥원, (주관기관 및 참여기관) 산·학·연·병",산·학·병 연구자,‘25 ~ ’29년,해당없음,4500,6000,"- - - 4,500 6,000","4,500|4,500|6,000|6,000|1,500|33|4,500|4,500",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 ▪’22.05 윤석열 정부 11대 국정과제 발표, “국정과제 25, 바이오 헬스·디지털 헬스글로벌 중심국가 도약(복지부)” ▪’22.12 관계부처 합동 ‘新성장 4.0 전략’ 추진계획, 바이오 산업 혁신에 필수적인의사과학자 등 융합인재 양성 ▪’23.04 관계부처 합동 ‘바이오헬스 인재양성 방안’, 혁신을 선도할 첨단‧융복합 연구인재 양성 ▪’23.06 ‘제4차 생명공학육성기본계획(’23~’32)’, 의‧약학 등 주력 연구분야 디지털융합 가속화 및 바이오 융합 핵심 연구인력 양성 ▪’25.09 이재명 정부 123대 국정과제 발표, “국정과제 32 의료AI·제약·바이오헬스 강국 실현(공약 사회1-5)” - 3497 -","① 특화영역별 인재양성 : (2025 본예산) 4,500백만원 → (2026 요구) 6,000백만원, 1,500백만원 증액 - (요구) 의과대학, AI관련 공과대학, 대학병원이 협업하여 의료 인공지능 특화영역별 학‧석‧박사 학위 이수자 배출 및 프로젝트 기반 실습역량 강화 지원을 위한 6,000백만원 요구 - (산출) (계속) 6개 과제 × 1,000백만원 × 12/12개월 = 6,000백만원 * 회계연도 일치(9개월 → 12개월)로 인한 증액",3495,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
385,보건복지부,보건의료정책실,의료데이터 중심병원 지원사업,3039-311,일반회계,,,100,"(주관기관) 보건복지부, (사업수행기관) 한국보건의료정보원","의료기관, 연구자, 전 국민",2020년 ~ (단년도 계속),해당없음,11852,19963,"20,060 11,889 9,418 11,852 19,963","9,418|9,418|11,852|19,963|19,963|8,111|68|9,418",,전국,,- 「바이오헬스 산업 혁신전략」발표('19.5.22.) 내 '의료데이터 중심병원’ 발표 - 혁신성장BIG3('21.2.25.) “한국형 암(K-Cancer) 통합 빅데이터 구축방안” 발표 - 바이오헬스 신시장 창출전략(’23.2.28) 내 ’의료데이터중심병원 확대‘ 및 ’K-CURE 임상데이터 네트워크 개방계획‘ 발표,,3501,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
386,보건복지부,보건산업정책국,지역거점 AX혁신 기술개발사업(R&D),3031-300,지역균형발전,,,,"한국보건산업진흥원, 대구광역시, (가칭)지역거점 AX기술개발사업단",산‧학‧연‧병 등,‘26~’30년(총 5년),"5,510억원",0,5120,"- - - - 5,120","5,120|5,120|5,120|5,120|2,508|2,612|3510|1",Y,지역지정,,"ㅇ 사업 시작연도 : 2026년 ㅇ 추진경과 - 사전 자문회의(예비타당성 사업 컨셉 및 추진내용 논의)(`23.) - 기술기획위원회(4회), 총괄기획위원회(3차), 타당성검토위원회(3차) 개최(`23.5 ~ `24.7.) - 국가연구개발사업 총괄위원회(예비타당성조사 면제) 통과(`25. 08.)","□ 지역거점 AX 혁신 기술개발 사업(R&D) : (2025 본예산) 0 백만원 → (2026 요구) 5,120백만원, 5,120백만원 증액(신규) ① 공정·응용 솔루션 AX R&D: (2025) - → (2026 요구) 2,508백만원, 순증 - (요구) 바이오분야 표준 AX모델을 활용하여 공정ㆍ응용 솔루션을 개발하기 위한 신규예산 요청 - (산출) (신규) 3개 과제 × 3,344백만원 × 3/12개월 ＝ 2,508백만원 ② 응용 제품 AX R&D: (2025) - → (2026 요구) 2,612백만원, 순증 - (요구) 바이오·헬스케어 분야 산업현장의 글로벌 타겟 대응형 수요 기반 AI·SW 융합 및 AX 응용제품 개발을 위한 신규예산 요청 - (산출) (신규) 4개 과제 × 2,612백만원 × 3/12개월 ＝ 2,612백만원",3509,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
387,보건복지부,보건산업정책국,치매의료기술연구개발사업(R&D),3031-623,일반회계,,,,보건복지부(전문기관: 한국보건산업진흥원),"연구자(대학, 의료기관, 연구소, 산업체 등) 및 일반 국민",`26~`30,해당 없음,0,1650,"- - - - 1,650","1,650|1,650|1,650|1,650|1,650|1|2|11",,전국,,"- 치매극복연구개발사업 추진(’20~’28) - 선행사업 후반기(’26~‘28) 신규과제 지원공백에 대한 우려와 해결방안 마련 필요성에 대한 의견 수렴(‘24~’25) * 사업운영위원회, 유관학회 및 연구자 수요, 생명·의료전문위원회 의견 등 수렴 - 치매분야 연구지원 단절을 방지하고자, 양부처(복지부, 과기정통부)가 함께 지원하는 신규사업 추진 협의(‘25.03)","□ 치매의료기술연구개발사업(R&D): (‘25) - → (’26) 1,650백만원, 순증 ① 차세대 맞춤형 진단, 치료 및 예방기술 개발(복지부) : (2025) - → (2026) 1,650백만원, 순증 - AI·빅데이터 기반의 첨단의료를 활용한 치매 원인 규명, 조기 진단 및 맞춤형 치료·예방기술 개발을 위한 사업비 1,650백만원 - (산출) (신규) 2개×300백만×9/12개월=450백만원 (신규) 1개×800백만×9/12개월=600백만원 (신규) 1개×800백만×9/12개월=600백만원",3515,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
388,보건복지부,보건산업정책국,치매전주기 데이터 수집 및 빅데이터 통합시스템 구축사업(R&D),3031-588,일반회계,,,,보건복지부(전문기관: 한국보건산업진흥원),산 학 연 병 ･ ･ ·,’25~‘28년,,2625,3150,"- - - 2,625 3,150","2,625|2,625|3,150|3,150|525|20|3031|588",,,,"- 국제공동치매연구데이터구축 및 활용체계마련사업 추진(’22~’24) * 3년간 총 7,283백만원 (복지부77%, 과기정통부 23%)] - 치매 코호트 유관 과제 간 연구협력 방안에 대한 관계부처* 논의(’23.7.) * 과기부, 복지부, 질병청 - 국제공동치매연구데이터구축 및 활용체계마련 후속사업 기획(’23.9~12.) - 치매 뇌연구협의체(데이터 협의)개최를 통한 현장 의견 수렴(‘23.12.)",,3521,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
389,보건복지부,보건산업정책국,한국형 수술질향상 프로젝트(K-NSQIP)(R&D),3040-309,,,,,보건복지부(한국보건산업진흥원),"연구자(대학, 의료기관, 연구소, 산업체 등) 및 일반 국민 등",‘23년 ~ ’28년,해당없음,6667,6667,"- 5,000 6,110 6,667 6,667",,,전국,,- (‘18년) 보건복지부 제1차 환자안전종합계획 발표(2018~2022) - (’21년) 한국형 수술질향상 프로젝트 기획연구 추진,,3527,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
390,보건복지부,보건의료정책실,한의약산업육성,3234-302,일반회계,,,,"보건복지부, 지자체, 민간수행기관(한국한의약진흥원 등)",일반국민,’09년~계속사업,,4165,3802,"5,847 6,999 4,625 4,165 3,802","4,625|4,165|4,165|3,802|3,802|363|8|4,623",,전국,,"- ‘05. 12. 제1차 한의약육성발전 5개년(‘06∼‘10년) 종합계획 수립 - ’10. 6. 한의약육성법에 따른 한의약기술의 과학화‧정보화 촉진사업의 일환으로 사업계획 수립 - ‘11. 2. 한의약 연구개발, 역량강화, 지원 인프라 확충 등을 포함한 제2차(‘11∼‘15년) 한의약육성발전 5개년 종합계획 수립 - ’11. 1. ‘천연물 물질은행 구축’ 및 ‘한약제제 약효표준화’ 사업 시행 - ’12. 1. ‘한국토종자원의 한약재 기반구축’ 및 ‘한약제제 제형 현대화’ 사업 시행 - ’14. 1. ‘한방 바이오 소재은행 구축사업*’ 시행 * (명칭 변경) 구.생물전환 대사체 은행 구축사업 - ’15. 1. ‘한의약침약체 규격표준화사업’ 및 ‘의·한 협진 모니터링센터 운영지원사업’ 시행 - ’16. 1. 한의약육성법에 근거한 ‘한약진흥재단’ 출범 - ‘18. 4. 원외탕전실 평가인증제 도입 - ’19. 6. 한의약육성법 개정으로 ‘한국한의약진흥원’ 출범에 따른 기관 역할 증대 - ","※ 한의약산업육성 : (‘25) 4,165 → (’26) 3,802백만원(△363백만원, △8.7%) ① 한의약산업 전주기 지원체계 구축 : (‘25) 1,420 → (’26) 1,533백만원(+113백만원) - (요구) 한의약 기업 육성 및 제품화를 위하여 기업 맞춤형 ①기술개발 지원, 시제품 및 시판 초기 제품의 원활한 시장진입을 위한 ②의료기기 실증 지원, 한의약 산업 분야 ③교육 지원을 추진하고 한의약 지식재산(특허) 기반 산업화 기술 발굴을 위한 ④한의약 특허 기술은행 운영 지원 등 예산 - (산출) (1) 한의약 제품 및 기술개발 지원 (지자체보조) 1,412×50%(국고보조율)= 706백만원 · 기술개발 지원비 : (’25) 400 → (’26) 400백만원 * ’25년 기술지원 40백만원×10개 기업=400백만원 → ’26년 40백만원×10개 기업=400백만원 · 인건비 : (’25) 234 → (’26) 242백만원(처우개선률 +3.5%) * 무기직 8명 · 사업운영비 : (’25) 64 → (’26) 64백만원 (2) 한의의료기기 실증 및 창업‧교육 지원(민간보조) 560×100%(국고보조율)= 560백만원 ․ · 한의 의료기기 실증 지원 : (’25) 240백만원 → (’26) 240백만원 * 임상실증지원 80백만원×3개 기업(’24년 3개 기업)×1회=240백만원 · 한의약 인력 양성교육 개발 및 운영 : (’25) 87백만원 → (’26) 87백만원 * 교육 프로그램 : 15백만원×3건(’25년 3건)=45백만원 / 한의약 아이디어 공모전 및 창업 교육 운영 42백만원×1식=42백만원 ",3532,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
391,산림청,산림산업정책국,AI 기반 임도 설계 및 유지관리 최적화 기술개발(R&D),,일반회계,,,,한국임업진흥원(전문기관),"산림경영계, 목재산업계, 지자체, 산림조합, 산림재난 대응기관",2026~2029년(4년),,0,2500,"- - - - 2,500","3,947|2,500|2,500",,,,- AI 기반 스마트 임도 시공 및 유지관리 기술개발 기획연구 추진(’24.7.~) - 기획연구 협의회 추진(’24.7.) - 찾아가는 기술수요조사 추진(’24.9) - 임도 전문가 대상 설문조사 추진(’24.11.) - 3544 - - 중기재정심의 대응 신규사업 계획서 작성 및 제출(’25.1.) - 범부처통합연구지원시스템 기반 기술수요조사 추진(’25.1.~3.) - 기획위원회 1~4차 자문회의 추진(’25.2.~4.),,3542,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
392,산림청,산림산업정책국,고성능 목재수확 기계장비 개발(R&D),,,,,,한국임업진흥원(전문기관),"목재 생산업, 지자체 산림경영부서, 산림조합원 등",2024년~2029년(6년),,2667,4500,"- - 2,000 2,667 4,500","2,000|2,667|2,667|4,500|4,500|1,833|68",,,,"- (산림순환경영 인프라 구축기술 개발 기획 ) 산림순환 경영을 위한 임도 개발 , 임업기계 장비 개발 , 작업자 안전 확보를 위한 기획연구 추진 (‘22.4~) - ( 목재수확기계 장비 필요성 대두 ) 국내 임업의 기계화를 통한 목재 생산성 향상 및 작업자의 안전 확보를 위해서 경사지에서 안정적인 작업이 가능한 고성능 임업기계장비의 개발 필요 , 목재생산 시대가 도래하고 국산 목재 생산량이 증가함에 따라 장비 개발 시급 - ( 고성능 목재수확 기계장비 개발 기획 ) 임업현장 수요를 바탕으로 현안 및 시급성이 높은 고성능 임업기계장비 기술개발 기획연구 추진 (‘23.1~) - (수요자 / 수혜자 의견 수렴 ) 국내 임업기계 기술개발의 필요성을 확인하기 위해 임업계 및 연구자 인터뷰 실시 (‘23.4~) - (사업 추진 및 내용 조정 ) 국내 최초 한국형 하베스터 개발 추진 (’24~) 및 AI기반 적재기술과 최종성과물 조기 안착을 위한 예산 조정 (‘26~) - 3551 -",,3549,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
393,산림청,산림산업정책국,대형산불 대응 지능형 솔루션 기술개발(R&D),,일반회계,,,,한국임업진흥원(연구관리 전문기관),"국민, 임업인, 산업체, 연구소",2025 ∼ 2029,,11657,19316,"- - - 11,657 19,316","11,657|19,316|19,316|19,316",,전국,,"◦ 사업기획 경과 - (’24.12) 대형산불 대응 지능형 솔루션 기술개발(R&D) 신규사업 기획착수 - (‘24.12~’25.1) 산불관련 전문가 자문회의(4회) - (‘25.1~2) 범부처통합연구지원시스템을 통한 수요조사 진행 - (‘25.2.14.) 제1차 전문가 기획위원회 개최 및 관계자 의견수렴 - (‘25.2.25.) 대형산불 피해지역 관계관 현장 간담회(1회) - (‘25.3.6.) 2026년도 인공지능 분야 부처협업 회의(1회) * 행정안전부, 과학기술정보통신부와 인공지능분야 협업방안 도출 - (‘25.3.19.) 제2차 전문가 기획위원회 개최 및 관계자 의견수렴 - (‘25.3.27.) 바이오제조･농림수산 ‘25년 신규사업 컨설팅(1회) - (‘25.4.1.) '26년 R&D 신규사업 기획(대형산불) 제1차 부처협의회(1회) ◦ 추진배경: 기후변화에 따른 산불 연중화·대형화 문제를 해결하기 위해 첨단기술을 활용한 대형산불 현장대응력 혁신 기술개발 ◦ 대통령 공약사항 ",,3557,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
